,Player,Matches,Innings,Not_Out,Runs,Ball_Faced,Hundreds,Fiftys,Zeros,Fours,Sixes,Average,Strike_Rate,Country,Highest_score
921,JP Faulkner,93,70,29,1191,1128,1,4,4,90,34,24.424999999999997,109.725,Australia,116
922,JP Greaves,23,31,4,557,836,1,1,0,56,4,16.55333333333333,90.71,West,115
923,JP Inglis,65,61,9,1552,1170,3,5,5,156,57,29.715,135.26,Australia,120
924,JP Maher,26,20,3,438,673,0,1,1,40,7,25.76,65.08,Australia,95
925,JR Hazlewood,144,46,35,160,189,0,0,6,16,4,13.015,92.465,Australia,23
926,JR Hopes,96,68,10,1431,1513,0,3,1,130,7,23.005000000000003,100.425,Australia,63
927,JR Murray,88,81,10,1596,2599,1,8,13,165,12,22.495,63.975,West,101
928,JR Philippe,15,15,0,215,226,0,0,1,19,7,17.08,91.255,Australia,45
929,JR Ratnayeke,100,107,20,1631,2645,0,6,9,113,3,20.095,46.055,Sri,93
930,JR Reid,58,108,5,3428,128,6,22,5,267,33,33.28,34.37,New,142
931,JR Thomson,101,103,26,860,1509,0,0,19,77,11,10.175,57.42,Australia,49
932,JRMVB Sanjaya,8,5,2,20,18,0,0,0,3,0,6.66,111.11,Sri,6
933,JS Foster,5,5,2,37,32,0,0,0,0,1,12.33,115.62,England,14
934,JS Patel,78,57,17,485,914,0,0,9,50,5,9.756666666666666,58.18,New,47
935,JS Solomon,27,46,7,1326,591,1,9,7,41,1,34.0,25.21,West,100
936,JT Smuts,19,18,1,354,394,0,1,1,38,7,29.19,92.025,South,84
937,JT Tyldesley,31,55,1,1661,0,4,9,4,93,3,30.75,0.0,England,138
938,JTC Vaughan,18,16,7,162,261,0,0,0,7,0,18.0,62.06,New,33
939,JV Coney,140,165,33,4542,8668,3,24,4,394,20,34.144999999999996,53.45,New,174
940,JV Paranjpe,4,4,1,54,91,0,0,0,3,1,18.0,59.34,India,27
941,JW Burke,24,44,7,1280,942,3,5,0,67,0,34.59,27.28,Australia,189
942,JW Dernbach,34,7,2,24,21,0,0,1,3,0,4.8,114.28,England,12
943,JW Guy,12,23,2,440,171,1,3,3,22,0,20.95,35.08,New,102
944,JW Hastings,38,27,13,317,310,0,1,1,32,9,19.3,111.78999999999999,Australia,51
945,JW Hearne,24,36,5,806,1184,1,2,3,42,0,26.0,36.73,England,114
946,JW Wilson,7,7,1,121,126,0,0,1,9,1,19.3,110.26499999999999,New,44
947,JW Zulch,16,32,2,983,837,2,4,0,54,1,32.76,42.29,South,150
948,JWA Taylor,27,26,5,887,1107,1,7,2,69,12,42.23,80.12,England,101
949,JWHT Douglas,23,35,2,962,1328,1,6,3,51,0,29.15,35.99,England,119
950,JWM Dalrymple,30,29,1,547,729,0,2,2,38,3,19.740000000000002,88.86500000000001,England,67
951,Jahandad Khan,8,5,1,29,34,0,0,1,0,2,7.25,85.29,Pakistan,17
952,Jahangir Alam,3,3,0,4,22,0,0,1,0,0,1.33,18.18,Bangladesh,3
953,Jahangir Alam Talukdar,2,1,1,7,16,0,0,0,1,0,0.0,43.75,Bangladesh,7
954,Jahangir Shah,5,4,2,16,62,0,0,1,0,0,8.0,25.8,Bangladesh,8
955,Jahurul Islam,24,30,2,648,1296,0,1,4,65,7,19.84,82.00666666666666,Bangladesh,53
956,Jai P Yadav,12,7,3,81,123,0,1,2,11,1,20.25,65.85,India,69
957,Jaker Ali,49,51,11,1274,1490,0,10,1,88,57,34.52333333333333,88.52,Bangladesh,91
958,Jamaluddin Ahmed,1,1,1,18,28,0,0,0,2,0,0.0,64.28,Bangladesh,18
959,Javed Ahmadi,53,52,0,1168,1589,0,8,3,142,17,15.223333333333334,72.55333333333333,Afghanistan,81
960,Javed Burki,25,48,4,1341,524,3,4,3,68,3,30.47,30.15,Pakistan,140
961,Javed Miandad,357,407,62,16213,26178,31,93,14,1233,92,47.135000000000005,56.5,Pakistan,280
962,Javed Omar,99,139,6,3032,7037,1,18,7,379,6,22.950000000000003,45.015,Bangladesh,119
963,Jubair Hossain,9,6,2,18,97,0,0,1,2,0,4.665,35.16,Bangladesh,7
964,Junaid Khan,107,61,30,193,437,0,0,11,18,3,4.006666666666667,56.13333333333333,Pakistan,25
965,Junaid Siddique,80,97,1,2324,4202,2,14,9,257,15,23.963333333333335,85.61,Bangladesh,106
966,K Mishara,3,3,0,15,19,0,0,0,2,0,5.0,78.94,Sri,13
967,K Nitish Kumar Reddy,11,16,2,433,666,1,1,2,39,16,36.79,117.84,India,114
968,K Pierre,10,5,3,17,23,0,0,0,2,0,8.5,73.91,West,9
969,K Rabada,243,177,53,1598,2713,0,0,26,179,34,14.433333333333332,80.69333333333334,South,47
970,K Sinclair,6,2,1,3,9,0,0,0,0,0,3.0,33.33,West,3
971,K Srikkanth,189,217,7,6153,8399,6,39,18,626,60,29.445,66.9,India,123
972,K Verreynne,46,58,8,1698,2595,4,8,4,163,25,35.215,74.34,South,136
973,K Weeraratne,20,14,3,209,222,0,0,0,14,4,18.165,99.63499999999999,Sri,41
974,K Zondo,6,6,1,146,231,0,1,0,8,3,29.2,63.2,South,54
975,KA Edwards,33,48,3,1317,2546,3,8,7,134,19,27.72,57.525,West,123
976,KA Hope,7,6,0,138,192,0,0,0,20,0,23.0,71.87,West,46
977,KA Jamieson,51,39,10,573,917,0,1,4,51,13,19.653333333333332,95.49666666666667,New,51
978,KA Maharaj,146,130,18,1634,2514,0,6,20,184,36,13.13,77.57000000000001,South,84
979,KA Pollard,224,196,30,4275,4027,3,19,18,265,234,25.655,114.77499999999999,West,119
980,KADM Fernando,2,3,1,56,129,0,1,0,8,0,28.0,43.41,Sri,51
981,KAJ Roach,191,197,65,1597,4022,0,0,29,174,22,8.243333333333334,79.79333333333334,West,47
982,KAR Hodge,11,22,0,556,1110,1,3,2,72,2,25.27,50.09,West,120
983,KBJ Azad,25,21,2,269,400,0,0,3,19,9,14.15,67.25,India,39
984,KC Bland,21,39,5,1669,885,3,9,2,123,20,49.08,37.74,South,144
985,KC Brathwaite,110,203,10,6228,15054,12,32,19,609,17,30.155,49.19,West,212
986,KC Sangakkara,587,659,66,27757,41753,63,150,28,2979,157,43.586666666666666,84.20666666666666,Sri,319
987,KC Wessels,149,176,10,6155,12086,7,41,5,567,5,37.4425,50.5475,Australia,179
988,KCG Benjamin,26,13,7,65,80,0,0,1,3,0,10.83,81.25,West,17
989,KD Boyce,21,30,3,657,631,0,4,4,78,5,24.33,72.26,West,95
990,KD Ghavri,58,73,20,1027,1758,0,2,3,76,7,16.315,48.465,India,86
991,KD Karthik,179,168,44,3463,4948,1,17,12,381,47,27.546666666666667,88.87333333333333,India,129
992,KD Mackay,37,52,7,1507,1045,0,13,6,64,2,33.48,29.76,Australia,89
993,KD Mills,231,150,46,1473,2154,0,3,17,124,46,12.863333333333335,77.20666666666666,New,57
994,KD Petersen,14,25,0,704,1477,0,4,0,86,0,28.16,47.66,South,82
995,KD Walters,102,149,20,5870,9394,15,35,5,562,23,38.379999999999995,59.62,Australia,250
996,KDK Vithanage,19,25,3,485,608,1,1,1,62,9,18.25,92.46999999999998,Sri,103
997,KEA Upashantha,12,8,1,49,86,0,0,0,3,1,7.0,56.97,Sri,15
998,KF Barrington,82,131,15,6806,4957,20,35,5,591,27,58.67,42.42,England,256
999,KF Semple,7,6,0,64,165,0,0,0,3,1,10.66,38.78,West,23
1000,KG Viljoen,27,50,2,1365,0,2,9,5,37,0,28.43,0.0,South,124
1001,KH MacLeay,16,13,2,139,170,0,0,0,7,3,12.63,81.76,Australia,41
1002,KH Pandya,24,14,7,254,223,0,1,0,19,8,44.9,116.04,India,58
1003,KHRK Fernando,9,9,3,81,151,0,0,2,12,1,15.5,53.91,Sri,24
1004,KIC Asalanka,140,134,17,3895,3958,5,22,12,308,127,27.45,90.05666666666666,Sri,127
1005,KIW Wijegunawardene,2,4,1,14,53,0,0,0,1,0,4.66,26.41,Sri,6
1006,KJ Abbott,49,19,8,99,146,0,0,1,8,0,9.969999999999999,87.655,South,23
1007,KJ Funston,18,33,1,824,0,0,5,2,32,3,25.75,0.0,South,92
1008,KJ Hughes,167,212,12,6383,13000,9,39,22,585,39,30.705,55.13,Australia,213
1009,KJ O'Keeffe,24,34,9,644,1385,0,1,3,53,1,25.76,34.51,Australia,85
1010,KJ Wadsworth,46,61,5,1268,1630,1,5,6,116,4,25.07,60.455,New,104
1011,KK Ahmed,18,2,2,1,2,0,0,0,0,0,0.0,50.0,India,1
1012,KK Nair,9,13,1,505,755,1,0,2,59,4,42.08,66.88,India,303
1013,KL Rahul,219,256,29,9076,12245,19,59,17,880,192,40.903333333333336,93.29,India,199
1014,KLT Arthurton,138,143,25,3286,6218,2,17,20,277,36,28.395,54.074999999999996,West,157
1015,KM Jadhav,82,58,19,1511,1466,2,7,2,153,27,31.21,112.41499999999999,India,120
1016,KMA Paul,53,38,14,507,496,0,0,4,36,23,21.049999999999997,104.805,West,46
1017,KMC Bandara,1,1,1,2,4,0,0,0,0,0,0.0,50.0,Sri,2
1018,KMDN Kulasekara,263,181,47,1933,2743,0,5,21,156,54,13.38,80.11333333333333,Sri,73
1019,KNA Bandara,12,10,2,238,305,0,2,0,13,6,29.75,87.595,Sri,55
1020,KNM Fernando,17,24,1,753,1242,1,4,1,90,6,31.955,70.635,Sri,205
1021,KOA Powell,91,128,1,3130,5444,3,16,12,394,31,20.2,71.74333333333333,West,134
1022,KOK Williams,26,7,4,19,17,0,0,1,1,1,6.33,111.76,West,13
1023,KP Pietersen,275,340,29,13779,19186,32,67,18,1531,189,42.17666666666667,96.64333333333333,England,227
1024,KPJ Warnaweera,10,12,3,39,71,0,0,3,4,0,4.33,50.7,Sri,20
1025,KR Mayers,84,95,5,2371,2876,4,7,9,260,88,26.62333333333333,94.88999999999999,West,210
1026,KR Miller,55,87,7,2958,1221,7,13,5,184,28,36.97,50.45,Australia,147
1027,KR Pushpakumara,54,40,17,202,535,0,0,7,21,4,8.865,51.795,Sri,44
1028,KR Rutherford,177,214,17,5608,10242,5,36,22,537,32,28.365,55.17,New,108
1029,KR Stackpole,49,86,5,3031,3836,7,17,5,320,10,37.375,53.655,Australia,207
1030,KS Bharat,7,12,1,221,417,0,0,0,19,6,20.09,52.99,India,44
1031,KS Duleepsinhji,12,19,2,995,852,3,5,0,59,1,58.52,48.82,England,173
1032,KS Lokuarachchi,27,25,4,315,437,0,1,3,24,6,14.333333333333334,74.26,Sri,69
1033,KS More,143,129,36,1848,3989,0,7,12,175,6,19.395,53.57,India,73
1034,KS Ranjitsinhji,15,26,4,989,0,2,6,2,19,0,44.95,0.0,England,175
1035,KS Williamson,371,441,48,19086,28858,48,102,20,1940,145,45.843333333333334,85.52666666666666,New,251
1036,KSC de Silva,46,31,18,104,270,0,0,6,12,2,7.89,39.45,Sri,27
1037,KT Maphaka,11,7,4,20,26,0,0,2,2,0,9.75,57.964999999999996,South,12
1038,KTGD Prasad,49,51,8,605,1034,0,0,9,62,11,17.18,70.975,Sri,47
1039,KU Carty,48,51,6,1720,2279,4,5,3,155,30,30.883333333333336,93.31333333333333,West,170
1040,KW Richardson,61,19,10,92,85,0,0,3,7,4,9.625,105.14500000000001,Australia,24
1041,KWR Fletcher,83,118,17,4029,8625,8,24,6,411,12,39.870000000000005,52.69,England,216
1042,Kamran Akmal,268,283,26,6871,8876,11,27,31,850,82,25.959999999999997,88.88999999999999,Pakistan,158
1043,Kamran Ghulam,17,18,0,522,764,2,2,1,58,11,29.18,77.785,Pakistan,118
1044,Kamrul Islam Rabbi,7,14,5,51,281,0,0,5,5,2,5.66,18.14,Bangladesh,25
1045,Karim Janat,72,55,10,818,825,0,4,4,59,32,20.01,78.73333333333333,Afghanistan,56
1046,Karim Sadiq,60,58,2,1013,1080,2,1,7,110,25,19.345,95.015,Afghanistan,114
1047,Khaled Ahmed,18,30,10,48,170,0,0,14,6,2,1.735,26.655,Bangladesh,22
1048,Khaled Mahmud,89,95,4,1257,1916,0,1,13,120,10,13.225,63.144999999999996,Bangladesh,50
1049,Khaled Mashud,170,194,37,3227,7451,1,10,19,271,6,20.47,44.45,Bangladesh,103
1050,Khalid Ibadulla,4,8,0,253,278,1,0,0,26,0,31.62,16.9,Pakistan,166
1051,Khalid Latif,18,18,2,384,457,0,2,2,38,6,25.47,83.97999999999999,Pakistan,64
1052,Khaliq Dad,6,4,1,40,69,0,0,1,1,0,13.33,57.97,Afghanistan,20
1053,Khurram Manzoor,26,40,1,1064,2229,1,10,5,122,1,21.846666666666668,49.46,Pakistan,146
1054,Khushdil Shah,52,44,10,758,745,0,1,0,52,30,25.354999999999997,101.41,Pakistan,69
1055,Kuldeep Yadav,166,66,26,452,1164,0,0,9,34,1,11.536666666666667,52.44,India,40
1056,L Amar Singh,7,14,1,292,0,0,1,1,0,2,22.46,0.0,India,51
1057,L Amarnath,24,40,4,878,258,1,4,5,12,0,24.38,54.26,India,118
1058,L Balaji,30,16,6,120,152,0,0,2,8,3,12.0,78.94,India,21
1059,L Croospulle,1,1,0,16,12,0,0,0,2,1,16.0,133.33,Sri,16
1060,L Embuldeniya,17,27,1,191,583,0,0,8,17,6,7.34,32.76,Sri,40
1061,L Gregory,12,9,1,162,157,0,1,1,12,5,33.0,105.305,England,77
1062,L Hutton,79,138,15,6971,2844,19,33,5,358,7,56.67,39.34,England,364
1063,L Klusener,220,206,61,5482,7164,6,27,17,529,96,36.980000000000004,74.85499999999999,South,174
1064,L Ngidi,115,41,25,165,289,0,0,7,12,6,9.735,64.945,South,20
1065,L Ronchi,121,101,15,2075,1906,1,7,12,220,63,28.577999999999996,140.482,Australia,170
1066,L Sipamla,16,5,3,25,34,0,0,1,1,0,2.75,73.505,South,10
1067,L Vincent,134,148,11,3919,6454,6,20,13,400,52,26.863333333333333,72.33,New,224
1068,L Wood,7,1,0,3,4,0,0,0,0,0,3.0,75.0,England,3
1069,LA Dawson,14,5,1,57,36,0,0,0,8,2,14.25,158.33,England,34
1070,LA Pomersbach,1,1,0,15,7,0,0,0,1,1,15.0,214.28,Australia,15
1071,LA Stricker,13,24,0,344,446,0,0,5,12,0,14.33,33.85,South,48
1072,LB Williams,22,10,3,23,40,0,0,3,2,0,3.58,54.599999999999994,South,13
1073,LC Braund,23,41,3,987,0,3,2,7,88,2,25.97,0.0,England,104
1074,LD Chandimal,316,365,43,11281,18924,20,64,19,1020,109,31.596666666666668,75.93333333333332,Sri,206
1075,LD Madushanka,3,3,0,22,29,0,0,0,1,0,7.33,75.86,Sri,20
1076,LE Bosman,27,25,1,622,512,0,5,4,64,29,26.009999999999998,124.75999999999999,South,94
1077,LE Favell,19,31,3,757,502,1,5,2,48,2,27.03,43.42,Australia,101
1078,LE Plunkett,111,61,23,688,663,0,1,6,56,19,13.415,113.11,England,56
1079,LEG Ames,47,72,12,2434,2139,8,7,5,122,6,40.56,39.78,England,149
1080,LG Howell,12,12,0,287,388,0,4,1,31,4,23.91,73.96,New,68
1081,LG Pretorius,8,9,0,332,328,1,2,1,32,9,47.245,111.105,South,153
1082,LG Rowe,41,57,2,2183,3109,7,8,2,221,6,30.275,51.474999999999994,West,302
1083,LH Ferguson,108,45,20,151,272,0,0,8,6,5,5.395,66.12,New,19
1084,LHD Dilhara,11,10,1,101,116,0,0,1,8,5,4.61,138.785,Sri,29
1085,LJ Koen,5,5,0,82,169,0,0,1,9,0,16.4,48.52,South,28
1086,LJ Tancred,14,26,1,530,0,0,2,5,27,1,21.2,0.0,South,97
1087,LJ Wright,101,84,9,1466,1374,0,6,14,131,49,19.585,111.60499999999999,England,99
1088,LK Germon,49,52,8,901,1765,0,4,5,82,2,20.59,52.495,New,89
1089,LL Tsotsobe,84,24,15,58,119,0,0,3,7,1,4.5,35.685,South,16
1090,LMP Simmons,144,148,13,3763,4537,2,25,16,330,122,25.243333333333336,80.24333333333333,West,122
1091,LN Constantine,18,33,0,635,0,0,4,4,16,10,19.24,0.0,West,90
1092,LPC Silva,102,94,10,2299,3285,2,15,9,226,14,25.290000000000003,77.38333333333334,Sri,152
1093,LR Gibbs,79,109,39,488,582,0,0,15,24,0,6.97,28.17,West,25
1094,LR Johnson,15,22,0,501,1007,0,3,3,65,3,20.755,52.215,West,66
1095,LR Williams,15,13,2,124,186,0,0,2,10,0,11.27,66.66,West,41
1096,LRD Mendis,103,117,10,2856,3025,4,15,6,191,20,27.564999999999998,68.05499999999999,Sri,124
1097,LRPL Taylor,450,510,84,18199,24847,40,93,29,1766,273,39.453333333333326,88.32666666666667,New,290
1098,LS Livingstone,99,83,15,1887,1503,2,6,7,112,109,28.095,128.55,England,124
1099,LSM Miller,13,25,0,346,0,0,0,5,2,0,13.84,0.0,New,47
1100,LU Igalagamage,2,3,0,78,112,0,0,0,12,0,26.0,69.64,Sri,40
1101,LV Garrick,3,3,0,99,204,0,1,0,8,0,33.0,48.52,West,76
1102,LWS Kaluperuma,6,7,4,45,111,0,0,2,3,0,2.0,39.26,Sri,14
1103,Litton Das,252,287,13,7790,9791,9,42,24,853,134,28.796666666666667,89.94666666666667,Bangladesh,176
1104,M Amarnath,154,188,22,6302,8446,13,37,14,424,30,36.515,49.965,India,138
1105,M Azharuddin,433,455,63,15593,22561,29,79,14,1342,96,40.975,65.92,India,199
1106,M Bhanuka,11,10,0,204,260,0,0,1,20,2,19.665,84.56,Sri,36
1107,M Dillon,146,119,23,776,1792,0,0,35,87,10,7.88,47.489999999999995,West,43
1108,M Hayward,21,5,1,12,28,0,0,1,0,0,3.0,42.85,South,4
1109,M Jansen,64,64,13,1136,1556,0,5,6,117,38,21.62,102.03333333333335,South,84
1110,M Kaif,138,132,27,3377,5370,3,20,9,292,11,32.425,56.17,India,148
1111,M Kartik,37,14,5,126,178,0,0,1,10,1,14.0,70.78,India,32
1112,M Klinger,3,3,0,143,112,0,1,0,12,2,47.66,127.67,Australia,62
1113,M Labuschagne,122,161,12,6306,10815,13,35,7,647,22,28.043333333333333,61.85,Australia,215
1114,M Leyland,41,65,5,2764,4266,9,10,6,177,7,46.06,39.96,England,187
1115,M Louis,10,20,0,369,897,0,2,1,40,4,18.45,41.13,West,97
1116,M Morkel,241,156,45,1204,2195,0,0,31,165,13,10.226666666666667,85.5,South,40
1117,M Mosehle,7,6,1,105,65,0,0,0,6,9,21.0,161.53,South,36
1118,M Mpongwana,1,1,1,1,2,0,0,0,0,0,0.0,50.0,South,1
1119,M Muralidaran,487,325,119,1934,2659,0,1,57,196,41,6.413333333333334,56.06,Sri,67
1120,M Nasim Baras,3,1,0,1,2,0,0,0,0,0,1.0,50.0,Afghanistan,1
1121,M Ntini,283,166,70,908,1748,0,0,31,122,14,7.830000000000001,68.74666666666667,South,42
1122,M Pathirana,19,9,4,17,32,0,0,3,1,0,3.4,53.12,Sri,6
1123,M Prabhakar,169,156,30,3458,7239,3,20,11,322,4,28.384999999999998,49.004999999999995,India,120
1124,M Theekshana,120,62,21,453,864,0,0,11,32,6,13.263333333333334,52.123333333333335,Sri,38
1125,M Vijay,87,130,1,4490,9261,12,16,9,513,44,26.076666666666668,74.33999999999999,India,167
1126,M Yachad,1,1,0,31,77,0,0,0,1,0,31.0,40.25,South,31
1127,M Zondeki,11,2,2,4,3,0,0,0,0,0,0.0,133.33,South,3
1128,M van Jaarsveld,20,22,3,521,1004,0,3,1,72,0,25.595,60.455,South,73
1129,MA Agarwal,26,41,0,1574,2865,4,6,1,201,29,29.265,78.545,India,243
1130,MA Atherton,169,266,10,9519,23663,18,58,24,1059,5,36.4,48.065,England,185
1131,MA Butcher,71,131,7,4288,10005,8,23,10,559,3,34.58,42.85,England,173
1132,MA Carberry,7,7,0,121,187,0,1,0,15,0,13.0,81.66499999999999,England,63
1133,MA Ealham,64,45,4,716,1092,0,0,4,51,13,17.46,65.56,England,45
1134,MA Holding,162,118,21,1192,1562,0,8,24,100,41,11.434999999999999,66.89,West,73
1135,MA Noble,42,73,7,1997,0,1,16,4,98,2,30.25,0.0,Australia,133
1136,MA Starc,292,243,70,2997,4763,0,12,28,278,65,14.003333333333336,78.26333333333334,Australia,99
1137,MA Taylor,217,296,14,11039,24048,20,68,9,1000,16,37.86,50.474999999999994,Australia,334
1138,MA Wood,145,98,32,1002,1336,0,1,16,125,25,14.08,89.24333333333334,England,52
1139,MADI Hemantha,5,4,2,39,39,0,0,1,3,1,19.5,100.0,Sri,22
1140,MAK Pataudi,46,83,3,2793,1772,6,16,7,315,19,34.91,35.72,India,203
1141,MAR Samarasekera,43,46,2,962,1416,0,5,3,87,6,19.83,58.88,Sri,76
1142,MAWR Madurasinghe,3,6,1,24,39,0,0,1,1,0,4.8,28.2,Sri,11
1143,MB Loye,7,7,0,142,184,0,0,1,19,5,20.28,77.17,England,45
1144,MB Poore,14,24,1,355,0,0,0,6,2,0,15.43,0.0,New,45
1145,MC Bascombe,1,1,0,3,7,0,0,0,0,0,3.0,42.85,West,3
1146,MC Carew,19,36,3,1127,605,1,5,1,99,1,34.15,41.48,West,109
1147,MC Cowdrey,114,188,15,7624,6272,22,38,9,708,13,44.06,37.45,England,182
1148,MC Henriques,40,36,6,472,477,0,2,0,27,15,14.94,92.745,Australia,62
1149,MC Snedden,118,84,27,862,2010,0,1,10,67,1,15.07,45.74,New,64
1150,MD Bell,25,39,2,862,2196,2,4,7,110,0,21.65,43.715,New,107
1151,MD Craig,15,25,9,589,1083,0,3,1,65,10,36.81,54.38,New,67
1152,MD Crowe,220,271,29,10148,18666,21,52,12,1037,56,41.955,58.64,New,299
1153,MD Gunathilaka,101,107,1,2641,3056,2,16,5,282,44,23.570000000000004,85.79333333333334,Sri,133
1154,MD Marshall,217,190,30,2765,4409,0,12,20,252,32,16.885,64.685,West,92
1155,MD Moxon,8,8,0,174,325,0,1,1,12,0,21.75,53.53,England,70
1156,MD Shanaka,182,171,28,2950,2926,2,10,21,225,123,18.843333333333334,88.34333333333332,Sri,108
1157,MD Wettimuny,2,4,0,28,103,0,0,1,2,0,7.0,27.18,Sri,17
1158,MDK Perera,59,91,8,1456,2984,0,7,15,171,26,10.68,46.63999999999999,Sri,95
1159,MDKJ Perera,218,231,11,6494,6677,9,39,23,714,130,29.62,99.39999999999999,Sri,153
1160,MDUS Jayasundera,2,4,0,30,77,0,0,1,2,0,7.5,38.96,Sri,26
1161,ME Chapple,14,27,1,497,0,0,3,2,14,2,19.11,0.0,New,76
1162,ME Trescothick,202,268,16,10326,15903,26,52,25,1382,84,45.49666666666667,88.80999999999999,England,219
1163,ME Waugh,372,445,37,16529,26413,38,97,35,1495,98,40.58,64.58500000000001,Australia,173
1164,MEK Hussey,302,324,71,12398,19208,22,72,16,1126,144,45.870000000000005,91.19333333333333,Australia,195
1165,MF Kent,5,5,1,78,133,0,0,0,6,0,19.5,58.64,Australia,33
1166,MF Maharoof,139,114,23,1702,2741,0,5,5,156,29,15.433333333333332,67.45,Sri,72
1167,MG Bevan,250,226,70,7697,11292,6,52,9,539,22,41.325,56.98,Australia,108
1168,MG Bracewell,78,68,19,1398,1384,2,5,6,125,56,27.213333333333335,103.94666666666667,New,140
1169,MG Burgess,76,112,6,3020,2815,5,14,6,236,19,24.0,52.12,New,119
1170,MG Hughes,86,87,16,1132,2367,0,2,13,102,21,13.875,60.415000000000006,Australia,72
1171,MG Johnson,256,217,55,3125,4618,1,13,27,336,57,16.403333333333332,89.82333333333334,Australia,123
1172,MG Vandort,21,34,2,1192,2538,4,4,3,135,6,42.45,44.135000000000005,Sri,140
1173,MH Denness,40,56,5,1931,4198,4,8,3,209,4,34.51,51.405,England,188
1174,MH Mankad,44,72,5,2109,770,5,6,7,70,7,31.47,39.74,India,231
1175,MH Richardson,38,65,3,2776,7370,4,19,1,344,4,44.77,37.66,New,145
1176,MH Tissera,3,3,0,78,147,0,1,0,10,0,26.0,53.06,Sri,52
1177,MH Yardy,42,32,13,422,544,0,2,4,29,2,26.185000000000002,101.19500000000001,England,60
1178,MHN Walker,51,54,16,665,1521,0,1,6,60,1,14.7,43.995000000000005,Australia,78
1179,MHW Papps,14,22,3,453,1038,0,4,4,61,0,34.075,47.93000000000001,New,92
1180,MJ Clarke,394,449,71,17112,26033,36,86,21,1672,102,38.29666666666667,79.35666666666667,Australia,329
1181,MJ Cosgrove,3,3,0,112,116,0,1,0,12,2,37.33,96.55,Australia,74
1182,MJ Di Venuto,9,9,0,241,281,0,2,0,28,0,26.77,85.76,Australia,89
1183,MJ Greatbatch,125,154,10,4227,8045,5,23,16,404,48,29.450000000000003,56.02,New,146
1184,MJ Guptill,367,402,27,13463,16565,23,76,29,1385,383,34.306666666666665,89.86666666666667,New,237
1185,MJ Hay,18,14,3,253,227,0,1,3,16,12,26.96,116.17,New,99
1186,MJ Henry,146,87,21,943,1151,0,4,17,111,32,11.466666666666669,86.59666666666665,New,72
1187,MJ Horne,85,113,2,2768,5899,4,10,7,309,16,24.395,52.730000000000004,New,157
1188,MJ Lumb,30,30,1,717,616,1,3,1,76,24,38.115,107.465,England,106
1189,MJ Mason,3,1,0,2,2,0,0,0,0,0,2.0,100.0,New,2
1190,MJ McClenaghan,76,21,14,122,153,0,0,2,11,4,15.83,85.795,New,34
1191,MJ North,22,36,2,1191,2453,5,4,5,144,5,27.74,71.685,Australia,128
1192,MJ Owen,6,5,1,127,69,0,1,0,5,12,31.75,184.05,Australia,50
1193,MJ Prior,157,193,32,5508,8417,7,31,19,644,27,28.506666666666664,88.47333333333334,England,131
1194,MJ Procter,7,10,1,226,382,0,0,1,21,3,25.11,54.71,South,48
1195,MJ Santner,262,205,65,3239,4466,1,8,11,279,97,22.94666666666667,85.94333333333334,New,126
1196,MJ Slater,116,173,8,6299,11601,14,30,12,693,32,33.45,56.845,Australia,219
1197,MJ Susskind,5,8,0,268,0,0,4,0,0,0,33.5,0.0,South,65
1198,MJ Swepson,8,5,5,32,23,0,0,0,1,2,0.0,139.13,Australia,14
1199,MJF Shrimpton,10,19,0,265,429,0,0,6,22,1,13.94,29.37,New,46
1200,MJK Smith,50,78,6,2278,1029,3,11,11,165,10,31.63,29.73,England,121
1201,MJR Rindel,22,22,1,575,860,1,2,1,56,0,27.38,66.86,South,106
1202,MK Pandey,68,57,24,1275,1187,1,5,4,94,24,38.8,108.355,India,104
1203,MK Tiwary,15,13,1,302,420,1,1,0,24,3,20.545,79.72,India,104
1204,MKGCP Lakshitha,2,3,0,42,50,0,0,1,8,0,14.0,84.0,Sri,40
1205,ML Apte,7,13,2,542,0,1,3,1,0,0,49.27,0.0,India,163
1206,ML Hayden,272,347,32,15064,22325,40,69,23,1722,182,48.72,94.33333333333333,Australia,380
1207,ML Jaisimha,39,71,4,2056,118,3,12,9,187,12,30.68,11.01,India,129
1208,ML Page,14,20,0,492,0,1,2,1,0,0,24.6,0.0,New,104
1209,ML Udawatte,19,21,0,376,542,0,2,5,37,5,15.433333333333332,69.79333333333334,Sri,73
1210,MLC Foster,14,24,5,580,72,1,1,0,37,0,30.52,22.22,West,125
1211,MM Ali,298,305,40,6678,9235,8,28,30,666,180,24.52333333333333,97.45333333333333,England,155
1212,MM Patel,70,27,16,74,112,0,0,4,7,1,6.72,66.07,India,15
1213,MM Sharma,8,2,2,3,7,0,0,0,0,0,0.0,42.85,India,3
1214,MN Hart,27,32,4,414,1146,0,0,4,48,1,12.635,47.08,New,45
1215,MN Nawaz,4,5,2,130,263,0,1,0,12,0,57.25,47.61,Sri,78
1216,MN Samuels,345,388,43,11134,17068,17,64,25,1207,219,31.633333333333336,79.66333333333334,West,260
1217,MN van Wyk,25,24,2,650,774,1,5,2,67,18,32.03,106.095,South,114
1218,MNK Fernando,6,5,0,80,113,0,1,0,11,0,11.875,66.96000000000001,Sri,50
1219,MP Breetzke,12,12,1,384,355,1,2,0,34,12,66.635,111.595,South,150
1220,MP Donnelly,7,12,1,582,0,1,4,2,50,1,52.9,0.0,New,206
