,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format,Careerspan
2512,Sri_Lanka_Lanka,AN Ranasinghe,2,4,0,88,77,22.0,51,21.56,0,1,1,1,0,1982,1982,Test,0
3256,Pakistan,Aamer Jamal,6,5,1,88,41,22.0,49,179.59,0,0,0,5,7,2022,2024,T20,2
3155,New_Zealand_Zealand,MJ Hay,11,9,2,87,41,12.42,68,127.94,0,0,2,5,4,2024,2025,T20,1
2782,India,Mandeep Singh,3,3,1,87,52,43.5,73,119.17,0,1,0,11,1,2016,2016,T20,0
2515,Sri_Lanka_Lanka,D Ranatunga,2,3,0,87,45,29.0,250,34.8,0,0,0,4,0,1989,1989,Test,0
869,Pakistan,Anil Dalpat,15,10,3,87,37,12.42,136,63.97,0,0,1,7,0,1984,1986,ODI,2
2971,Bangladesh,Mustafizur Rahman,111,33,14,87,15,4.57,117,74.35,0,0,7,3,5,2015,2025,T20,10
2972,Bangladesh,Shamsur Rahman,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1,2013,2014,T20,1
3156,New_Zealand_Zealand,GJ Hopkins,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5,2007,2010,T20,3
3357,South_Africa_Africa,SM Pollock,12,9,2,86,36,12.28,70,122.85,0,0,3,4,4,2005,2008,T20,3
126,India,MA Agarwal,5,5,0,86,32,17.2,83,103.61,0,0,0,12,1,2020,2020,ODI,0
718,New_Zealand_Zealand,W Watson,61,24,13,86,21,7.81,180,47.77,0,0,3,6,2,1986,1994,ODI,8
127,India,R Vinay Kumar,31,13,4,86,27,9.55,146,58.9,0,0,2,5,2,2010,2013,ODI,3
1325,West_Indies_Indies,EH Mattis,2,2,0,86,62,43.0,190,45.26,0,1,0,6,0,1981,1981,ODI,0
1326,West_Indies_Indies,BD Julien,12,8,2,86,26,14.33,148,58.1,0,0,1,6,0,1973,1977,ODI,4
1327,West_Indies_Indies,NE Bonner,6,6,1,85,31,17.0,135,62.96,0,0,2,6,0,2021,2022,ODI,1
3551,West_Indies_Indies,AR Nurse,13,8,6,85,20,42.5,71,119.71,0,0,0,7,3,2011,2019,T20,8
1150,Sri_Lanka_Lanka,PB Dassanayake,16,10,2,85,20,10.62,142,59.85,0,0,0,3,0,1993,1994,ODI,1
870,Pakistan,Younis Ahmed,2,2,0,84,58,42.0,151,55.62,0,1,0,6,0,1987,1987,ODI,0
719,New_Zealand_Zealand,IG Butler,26,13,5,84,25,10.5,154,54.54,0,0,2,6,2,2002,2010,ODI,8
1151,Sri_Lanka_Lanka,VB John,45,19,10,84,15,9.33,152,55.26,0,0,3,7,0,1982,1987,ODI,5
1152,Sri_Lanka_Lanka,LHD Dilhara,9,9,0,83,29,9.22,107,77.57,0,0,1,8,4,2005,2013,ODI,8
2715,Afghanistan,Amir Hamza,4,6,2,83,34,20.75,214,38.78,0,0,0,11,1,2019,2023,Test,4
2883,Australia,AJ Tye,32,15,7,83,20,10.37,76,109.21,0,0,3,5,4,2016,2021,T20,5
3157,New_Zealand_Zealand,AF Milne,56,21,11,83,16,8.3,86,96.51,0,0,3,1,6,2010,2025,T20,15
1328,West_Indies_Indies,OAC Banks,5,5,0,83,33,16.6,149,55.7,0,0,0,3,2,2003,2005,ODI,2
979,South_Africa_Africa,GH Bodi,2,2,0,83,51,41.5,132,62.87,0,1,0,9,1,2007,2007,ODI,0
280,Australia,RD Robinson,2,2,0,82,70,41.0,143,57.34,0,1,0,7,1,1977,1977,ODI,0
3058,England,JC Archer,34,12,5,82,21,11.71,62,132.25,0,0,3,6,4,2019,2025,T20,6
980,South_Africa_Africa,LJ Koen,5,5,0,82,28,16.4,169,48.52,0,0,1,9,0,1997,2000,ODI,3
1329,West_Indies_Indies,C Hemraj,6,6,0,82,32,13.66,98,83.67,0,0,0,13,2,2018,2018,ODI,0
378,Bangladesh,Syed Rasel,52,27,11,81,15,5.06,185,43.78,0,0,5,7,0,2005,2010,ODI,5
1769,Bangladesh,Manjural Islam,17,33,11,81,21,3.68,374,21.65,0,0,10,6,0,2001,2004,Test,3
871,Pakistan,Mohammad Wasim,22,11,2,81,17,9.0,85,95.29,0,0,2,5,5,2022,2025,ODI,3
129,India,Jai P Yadav,12,7,3,81,69,20.25,123,65.85,0,1,2,11,1,2002,2005,ODI,3
981,South_Africa_Africa,AM Phangiso,21,13,2,81,20,7.36,162,50.0,0,0,3,5,0,2013,2016,ODI,3
377,Bangladesh,Mahbubul Alam,5,2,0,81,59,40.5,71,114.08,0,1,0,3,4,2009,2009,ODI,0
128,India,S Sriram,8,7,1,81,57,13.5,135,60.0,0,1,1,9,0,2000,2004,ODI,4
872,Pakistan,Hammad Azam,11,7,2,80,36,16.0,131,61.06,0,0,0,5,2,2011,2015,ODI,4
130,India,SK Sharma,23,12,4,80,28,10.0,135,59.25,0,0,2,4,0,1988,1990,ODI,2
1370,Afghanistan,Aftab Alam,27,17,10,80,16,11.42,107,74.76,0,0,3,9,3,2010,2019,ODI,9
3358,South_Africa_Africa,D Ferreira,6,5,0,79,48,15.8,50,158.0,0,0,0,2,6,2023,2024,T20,1
281,Australia,MHN Walker,17,11,3,79,20,9.87,170,46.47,0,0,1,6,0,1974,1981,ODI,7
3158,New_Zealand_Zealand,SC Kuggeleijn,18,8,4,79,35,19.75,37,213.51,0,0,2,5,7,2019,2021,T20,2
379,Bangladesh,Shahadat Hossain,51,27,17,79,16,7.9,151,52.31,0,0,3,7,1,2006,2013,ODI,7
720,New_Zealand_Zealand,TD Astle,9,5,2,79,49,26.33,77,102.59,0,0,0,5,2,2017,2019,ODI,2
131,India,S Badrinath,7,6,1,79,27,15.8,172,45.93,0,0,0,4,0,2008,2011,ODI,3
132,India,UT Yadav,75,24,14,79,18,7.9,134,58.95,0,0,4,8,1,2010,2018,ODI,8
982,South_Africa_Africa,MW Rushmere,4,4,0,78,35,19.5,174,44.82,0,0,0,4,0,1992,1992,ODI,0
3448,Sri_Lanka_Lanka,M Theekshana,63,28,10,78,14,4.33,123,63.41,0,0,7,4,2,2021,2025,T20,4
282,Australia,MF Kent,5,5,1,78,33,19.5,133,58.64,0,0,0,6,0,1981,1981,ODI,0
283,Australia,AC Dale,30,12,8,78,15,19.5,136,57.35,0,0,1,3,0,1997,2000,ODI,3
3552,West_Indies_Indies,CD Barnwell,6,6,2,78,34,19.5,62,125.8,0,0,1,4,4,2011,2013,T20,2
1153,Sri_Lanka_Lanka,MH Tissera,3,3,0,78,52,26.0,147,53.06,0,1,0,10,0,1975,1975,ODI,0
873,Pakistan,Sami Aslam,4,4,0,78,45,19.5,117,66.66,0,0,0,9,0,2015,2016,ODI,1
2516,Sri_Lanka_Lanka,LU Igalagamage,2,3,0,78,40,26.0,112,69.64,0,0,0,12,0,2025,2025,Test,0
133,India,YS Chahal,72,14,5,77,18,8.55,141,54.6,0,0,1,8,0,2016,2023,ODI,7
2783,India,HV Patel,25,10,4,77,18,12.83,57,135.08,0,0,1,9,3,2021,2023,T20,2
2517,Sri_Lanka_Lanka,ASA Perera,3,4,1,77,43,25.66,148,52.02,0,0,0,12,1,1998,2001,Test,3
284,Australia,NM Lyon,29,14,10,77,30,19.25,83,92.77,0,0,1,7,2,2012,2019,ODI,7
2973,Bangladesh,Nasum Ahmed,36,17,9,77,19,9.62,82,93.9,0,0,4,6,2,2021,2025,T20,4
3059,England,A Flintoff,7,7,1,76,31,12.66,60,126.66,0,0,1,7,2,2005,2007,T20,2
3060,England,VS Solanki,3,3,0,76,43,25.33,61,124.59,0,0,0,10,1,2005,2007,T20,2
3359,South_Africa_Africa,BC Fortuin,25,16,7,76,17,8.44,72,105.55,0,0,3,11,0,2019,2024,T20,5
3258,Pakistan,Imran Farhat,7,7,0,76,19,10.85,70,108.57,0,0,1,14,0,2010,2011,T20,1
983,South_Africa_Africa,KJ Abbott,28,13,4,76,23,8.44,126,60.31,0,0,1,6,0,2013,2016,ODI,3
1330,West_Indies_Indies,TL Best,26,16,8,76,24,9.5,125,60.8,0,0,1,7,0,2004,2014,ODI,10
3625,Afghanistan,Mohammad Ishaq,5,5,1,76,32,19.0,58,131.03,0,0,1,10,1,2024,2024,T20,0
285,Australia,L Ronchi,4,2,0,76,64,38.0,37,205.4,0,1,0,6,6,2008,2008,ODI,0
721,New_Zealand_Zealand,RA Mariu,2,2,0,76,58,38.0,86,88.37,0,1,0,9,2,2025,2025,ODI,0
286,Australia,AP Sheahan,3,3,0,75,50,25.0,124,60.48,0,1,0,6,1,1972,1972,ODI,0
3159,New_Zealand_Zealand,JA Clarkson,8,5,1,75,38,18.75,71,105.63,0,0,1,4,4,2024,2024,T20,0
1155,Sri_Lanka_Lanka,KDK Vithanage,6,6,1,75,27,15.0,90,83.33,0,0,0,11,0,2013,2014,ODI,1
287,Australia,CA Lynn,4,4,0,75,44,18.75,89,84.26,0,0,1,5,3,2017,2018,ODI,1
288,Australia,KW Richardson,25,12,7,75,24,15.0,68,110.29,0,0,2,7,4,2013,2020,ODI,7
1154,Sri_Lanka_Lanka,MNK Fernando,5,4,0,75,50,18.75,105,71.42,0,1,0,10,0,2023,2024,ODI,1
289,Australia,MS Kasprowicz,43,13,9,74,28,18.5,89,83.14,0,0,2,6,1,1995,2005,ODI,10
3160,New_Zealand_Zealand,NJ Astle,4,4,1,74,40,24.66,67,110.44,0,0,0,7,2,2005,2006,T20,1
134,India,MM Patel,70,27,16,74,15,6.72,112,66.07,0,0,4,7,1,2006,2011,ODI,5
874,Pakistan,Yasir Arafat,11,8,3,74,27,14.8,110,67.27,0,0,0,7,1,2000,2009,ODI,9
984,South_Africa_Africa,BC Fortuin,13,9,1,74,28,9.25,127,58.26,0,0,1,5,1,2020,2024,ODI,4
135,India,AL Wadekar,2,2,0,73,67,36.5,90,81.11,0,1,0,11,0,1974,1974,ODI,0
722,New_Zealand_Zealand,EB McSweeney,16,14,5,73,18,8.11,119,61.34,0,0,2,3,2,1986,1987,ODI,1
986,South_Africa_Africa,CK Langeveldt,72,21,10,73,12,6.63,124,58.87,0,0,1,8,0,2001,2010,ODI,9
1331,West_Indies_Indies,FH Edwards,50,22,14,73,13,9.12,160,45.62,0,0,2,5,0,2003,2009,ODI,6
290,Australia,CS Serjeant,3,3,0,73,46,24.33,158,46.2,0,0,0,7,1,1977,1978,ODI,1
3061,England,AJ Strauss,4,4,0,73,33,18.25,64,114.06,0,0,1,9,0,2005,2009,T20,4
3161,New_Zealand_Zealand,NT Broom,11,7,1,73,36,12.16,68,107.35,0,0,0,8,1,2009,2017,T20,8
985,South_Africa_Africa,R Telemachus,37,15,3,73,29,6.08,94,77.65,0,0,2,4,3,1998,2006,ODI,8
291,Australia,NT Ellis,12,9,4,73,18,14.6,68,107.35,0,0,1,3,5,2022,2025,ODI,3
1156,Sri_Lanka_Lanka,DS Weerakkody,3,3,0,73,58,24.33,66,110.6,0,1,0,9,1,2017,2017,ODI,0
137,India,I Sharma,80,28,13,72,13,4.8,203,35.46,0,0,5,6,0,2007,2016,ODI,9
3360,South_Africa_Africa,PE Kruger,7,5,1,72,44,18.0,60,120.0,0,0,0,6,3,2024,2024,T20,0
136,India,S Viswanath,22,12,4,72,23,9.0,139,51.79,0,0,0,5,0,1985,1988,ODI,3
3626,Afghanistan,Shahidullah,3,3,1,72,49,36.0,59,122.03,0,0,1,5,4,2023,2023,T20,0
2974,Bangladesh,Farhad Reza,13,9,0,72,19,8.0,88,81.81,0,0,1,4,2,2006,2014,T20,8
292,Australia,TG Hogan,16,12,4,72,27,9.0,95,75.78,0,0,1,7,2,1983,1984,ODI,1
2518,Sri_Lanka_Lanka,JDF Vandersay,2,4,0,71,53,17.75,77,92.2,0,1,0,10,2,2022,2025,Test,3
2784,India,Arshdeep Singh,63,21,13,71,12,8.87,61,116.39,0,0,3,6,3,2022,2025,T20,3
3553,West_Indies_Indies,J Andrew,3,3,0,71,35,23.66,58,122.41,0,0,0,5,4,2025,2025,T20,0
3259,Pakistan,Awais Zia,5,5,0,70,23,14.0,80,87.5,0,0,0,4,3,2012,2014,T20,2
1371,Afghanistan,Sharafuddin Ashraf,20,12,4,70,21,8.75,109,64.22,0,0,2,3,2,2014,2024,ODI,10
723,New_Zealand_Zealand,SR Gillespie,19,11,5,70,18,11.66,106,66.03,0,0,1,4,1,1986,1988,ODI,2
380,Bangladesh,Shuvagata Hom,4,3,1,70,35,35.0,86,81.39,0,0,0,9,0,2011,2011,ODI,0
2785,India,SN Thakur,25,6,3,69,22,23.0,38,181.57,0,0,2,5,4,2018,2022,T20,4
293,Australia,SR Clark,39,12,7,69,16,13.8,88,78.4,0,0,1,6,1,2005,2009,ODI,4
1157,Sri_Lanka_Lanka,Y Goonasekera,3,3,0,69,35,23.0,104,66.34,0,0,0,8,0,1983,1983,ODI,0
875,Pakistan,Ashraf Ali,16,9,5,69,19,17.25,135,51.11,0,0,1,3,0,1980,1985,ODI,5
987,South_Africa_Africa,AC Dawson,19,7,4,69,23,23.0,67,102.98,0,0,0,9,1,1998,2004,ODI,6
2885,Australia,A Zampa,101,23,10,69,13,5.3,78,88.46,0,0,3,7,0,2016,2025,T20,9
2884,Australia,SM Katich,3,2,0,69,39,34.5,47,146.8,0,0,0,8,2,2005,2006,T20,1
2716,Afghanistan,Mohammad Shahzad,2,4,0,69,40,17.25,133,51.87,0,0,0,12,1,2018,2019,Test,1
2519,Sri_Lanka_Lanka,DK Liyanage,9,9,0,69,23,7.66,340,20.29,0,0,1,5,0,1992,2001,Test,9
3555,West_Indies_Indies,TM Dowlin,2,2,1,68,37,68.0,69,98.55,0,0,0,8,0,2009,2010,T20,1
876,Pakistan,Junaid Khan,76,31,17,68,25,4.85,127,53.54,0,0,6,4,1,2011,2019,ODI,8
138,India,NT Tilak Varma,4,4,1,68,52,22.66,119,57.14,0,1,0,6,1,2023,2023,ODI,0
3627,Afghanistan,Dawlat Zadran,34,17,8,68,13,7.55,42,161.9,0,0,3,4,6,2012,2019,T20,7
3554,West_Indies_Indies,OC McCoy,42,13,6,68,23,9.71,64,106.25,0,0,2,7,4,2019,2024,T20,5
724,New_Zealand_Zealand,V Pollard,3,2,0,67,55,33.5,145,46.2,0,1,0,9,1,1973,1974,ODI,1
381,Bangladesh,Shamim Hossain,6,6,0,67,22,11.16,85,78.82,0,0,0,3,3,2023,2025,ODI,2
988,South_Africa_Africa,SJ Cook,4,4,0,67,35,16.75,118,56.77,0,0,1,4,0,1991,1993,ODI,2
2786,India,B Kumar,87,21,13,67,16,8.37,94,71.27,0,0,2,0,0,2012,2022,T20,10
1372,Afghanistan,Shapoor Zadran,44,27,17,67,17,6.7,160,41.87,0,0,4,5,3,2009,2019,ODI,10
3260,Pakistan,Abdul Samad,5,4,0,66,44,16.5,58,113.79,0,0,0,4,3,2025,2025,T20,0
877,Pakistan,Akhtar Sarfraz,4,4,0,66,25,16.5,99,66.66,0,0,0,4,1,1997,1998,ODI,1
989,South_Africa_Africa,PR Adams,24,9,5,66,33,16.5,124,53.22,0,0,2,5,0,1996,2003,ODI,7
294,Australia,RJ Bright,11,8,4,66,19,16.5,122,54.09,0,0,1,3,1,1974,1986,ODI,12
2975,Bangladesh,Shoriful Islam,50,21,8,66,16,5.07,56,117.85,0,0,4,7,3,2021,2025,T20,4
1770,Bangladesh,Mustafizur Rahman,15,22,7,66,16,4.4,162,40.74,0,0,8,3,5,2015,2022,Test,7
295,Australia,JR Philippe,3,3,0,65,39,21.66,89,73.03,0,0,0,8,2,2021,2021,ODI,0
725,New_Zealand_Zealand,RG Petrie,12,8,3,65,21,13.0,109,59.63,0,0,1,2,0,1990,1991,ODI,1
3262,Pakistan,Mohammad Amir,62,17,8,65,21,7.22,76,85.52,0,0,2,3,3,2009,2024,T20,15
3261,Pakistan,Shoaib Khan,4,4,0,65,50,16.25,74,87.83,0,1,1,7,0,2008,2008,T20,0
1332,West_Indies_Indies,KCG Benjamin,26,13,7,65,17,10.83,80,81.25,0,0,1,3,0,1992,1996,ODI,4
1333,West_Indies_Indies,RD King,50,23,14,65,12,7.22,203,32.01,0,0,5,1,0,1998,2005,ODI,7
3449,Sri_Lanka_Lanka,A Dananjaya,33,16,8,65,11,8.12,72,90.27,0,0,2,7,0,2012,2024,T20,12
878,Pakistan,Saeed Azad,4,4,0,65,31,16.25,131,49.61,0,0,0,7,0,1995,1996,ODI,1
2520,Sri_Lanka_Lanka,KSC de Silva,8,12,5,65,27,9.28,178,36.51,0,0,2,9,1,1997,1999,Test,2
3062,England,TK Curran,30,13,7,64,14,10.66,56,114.28,0,0,0,1,4,2017,2021,T20,4
3263,Pakistan,Abdullah Shafique,6,6,1,64,41,12.8,53,120.75,0,0,4,5,3,2020,2023,T20,3
3556,West_Indies_Indies,DP Hyatt,5,5,1,64,28,16.0,54,118.51,0,0,0,4,4,2011,2012,T20,1
1334,West_Indies_Indies,VA Holder,12,6,1,64,30,12.8,85,75.29,0,0,1,4,2,1973,1978,ODI,5
1335,West_Indies_Indies,KF Semple,7,6,0,64,23,10.66,165,38.78,0,0,0,3,1,1999,1999,ODI,0
3450,Sri_Lanka_Lanka,M Bhanuka,5,4,0,64,36,16.0,66,96.96,0,0,1,7,0,2019,2021,T20,2
1158,Sri_Lanka_Lanka,PADLR Sandakan,31,19,7,64,16,5.33,140,45.71,0,0,4,4,0,2016,2021,ODI,5
1771,Bangladesh,Ebadot Hossain,21,34,16,64,21,3.55,249,25.7,0,0,10,8,1,2019,2025,Test,6
726,New_Zealand_Zealand,PD McGlashan,4,2,1,63,56,63.0,51,123.52,0,1,0,6,1,2009,2009,ODI,0
2717,Afghanistan,Shahidullah,3,4,1,63,29,21.0,118,53.38,0,0,1,8,0,2021,2025,Test,4
2718,Afghanistan,Abdul Malik,4,7,0,63,23,9.0,128,49.21,0,0,2,5,0,2021,2025,Test,4
382,Bangladesh,Shaheedur Rahman,2,2,0,62,37,31.0,108,57.4,0,0,0,0,0,1986,1986,ODI,0
1159,Sri_Lanka_Lanka,SD Anurasiri,45,18,12,62,11,10.33,143,43.35,0,0,2,1,0,1986,1994,ODI,8
1160,Sri_Lanka_Lanka,CBRLS Kumara,32,19,8,62,10,5.63,140,44.28,0,0,1,8,1,2017,2025,ODI,8
1336,West_Indies_Indies,CE Cuffy,41,22,8,62,17,4.42,125,49.6,0,0,5,3,1,1994,2002,ODI,8
727,New_Zealand_Zealand,PG Coman,3,3,0,62,38,20.66,104,59.61,0,0,1,3,2,1973,1974,ODI,1
879,Pakistan,Adnan Akmal,5,4,1,62,27,20.66,89,69.66,0,0,0,3,0,2011,2012,ODI,1
990,South_Africa_Africa,ELR Stewart,6,6,2,61,23,15.25,116,52.58,0,0,0,5,0,1993,2002,ODI,9
383,Bangladesh,Dolar Mahmud,7,4,0,61,41,15.25,44,138.63,0,0,2,5,4,2008,2009,ODI,1
880,Pakistan,Shakeel Ahmed,2,2,0,61,36,30.5,128,47.65,0,0,0,3,0,1995,1995,ODI,0
728,New_Zealand_Zealand,MN Hart,13,8,0,61,16,7.62,101,60.39,0,0,1,3,1,1994,2002,ODI,8
3162,New_Zealand_Zealand,PD McGlashan,11,9,1,61,26,7.62,64,95.31,0,0,0,6,2,2006,2010,T20,4
1337,West_Indies_Indies,DR Parry,6,5,1,61,32,15.25,77,79.22,0,0,0,3,0,1978,1980,ODI,2
3063,England,AN Cook,4,4,0,61,26,15.25,54,112.96,0,0,0,10,0,2007,2009,T20,2
881,Pakistan,Humayun Farhat,5,3,0,60,39,20.0,56,107.14,0,0,0,5,2,2001,2001,ODI,0
2976,Bangladesh,Mominul Haque,6,4,1,60,26,20.0,50,120.0,0,0,0,5,2,2012,2014,T20,2
3065,England,JWM Dalrymple,3,3,0,60,32,20.0,57,105.26,0,0,0,6,0,2006,2007,T20,1
3264,Pakistan,Arafat Minhas,4,3,1,60,25,30.0,56,107.14,0,0,0,5,2,2023,2024,T20,1
3064,England,P Mustard,2,2,0,60,40,30.0,37,162.16,0,0,0,5,4,2008,2008,T20,0
729,New_Zealand_Zealand,GE Bradburn,11,10,3,60,30,8.57,130,46.15,0,0,1,1,0,1990,2001,ODI,11
2521,Sri_Lanka_Lanka,M Theekshana,2,3,0,59,38,19.66,149,39.59,0,0,0,6,1,2022,2022,Test,0
3163,New_Zealand_Zealand,ZGF Foulkes,13,7,4,59,27,19.66,41,143.9,0,0,1,3,2,2024,2025,T20,1
730,New_Zealand_Zealand,TL Seifert,4,3,0,59,26,19.66,56,105.35,0,0,0,3,2,2019,2025,ODI,6
384,Bangladesh,Gazi Ashraf,7,7,0,59,18,8.42,239,24.68,0,0,1,1,0,1986,1990,ODI,4
3164,New_Zealand_Zealand,DR Flynn,5,5,0,59,23,11.8,51,115.68,0,0,0,1,4,2008,2012,T20,4
2977,Bangladesh,Ariful Haque,9,8,4,59,18,14.75,61,96.72,0,0,1,4,0,2018,2018,T20,0
3451,Sri_Lanka_Lanka,AK Perera,6,5,0,59,16,11.8,65,90.76,0,0,0,5,1,2013,2019,T20,6
1772,Bangladesh,Enamul Haque jnr,15,26,16,59,13,5.9,271,21.77,0,0,4,7,0,2003,2013,Test,10
296,Australia,B Yardley,7,4,0,58,28,14.5,98,59.18,0,0,1,1,0,1978,1983,ODI,5
2522,Sri_Lanka_Lanka,AM Fernando,24,34,16,58,11,3.22,222,26.12,0,0,11,10,1,2021,2025,Test,4
3165,New_Zealand_Zealand,TA Boult,61,15,8,58,16,8.28,64,90.62,0,0,1,3,2,2013,2024,T20,11
731,New_Zealand_Zealand,BM Wheeler,6,4,4,58,39,0.0,47,123.4,0,0,0,4,3,2015,2015,ODI,0
2978,Bangladesh,Abu Hider,13,5,4,58,22,58.0,43,134.88,0,0,0,5,4,2016,2018,T20,2
1161,Sri_Lanka_Lanka,C Wickramasinghe,4,3,0,58,22,19.33,100,58.0,0,0,0,4,1,2024,2025,ODI,1
1773,Bangladesh,Mohammad Shahid,5,6,1,57,25,11.4,81,70.37,0,0,0,10,1,2015,2015,Test,0
3066,England,LA Dawson,14,5,1,57,34,14.25,36,158.33,0,0,0,8,2,2016,2025,T20,9
2979,Bangladesh,Sohag Gazi,10,7,3,57,24,14.25,59,96.61,0,0,0,3,1,2012,2015,T20,3
2980,Bangladesh,Alok Kapali,7,7,2,57,19,11.4,85,67.05,0,0,2,3,1,2007,2011,T20,4
991,South_Africa_Africa,G Coetzee,14,7,0,57,22,8.14,90,63.33,0,0,1,4,1,2023,2023,ODI,0
297,Australia,AJ Tye,7,7,3,57,19,14.25,48,118.75,0,0,0,5,2,2018,2018,ODI,0
3362,South_Africa_Africa,RE van der Merwe,13,6,3,57,48,19.0,50,114.0,0,0,1,2,4,2009,2010,T20,1
3361,South_Africa_Africa,C Jonker,2,2,0,57,49,28.5,29,196.55,0,0,0,5,3,2018,2018,T20,0
385,Bangladesh,Ehsanul Haque,6,6,0,57,20,9.5,129,44.18,0,0,1,6,0,2002,2003,ODI,1
992,South_Africa_Africa,Zubayr Hamza,1,1,0,56,56,56.0,79,70.88,0,1,0,5,1,2021,2021,ODI,0
2523,Sri_Lanka_Lanka,KADM Fernando,2,3,1,56,51,28.0,129,43.41,0,1,0,8,0,2003,2003,Test,0
3452,Sri_Lanka_Lanka,SMSM Senanayake,24,12,6,56,17,9.33,66,84.84,0,0,2,3,1,2012,2016,T20,4
993,South_Africa_Africa,LL Tsotsobe,61,21,13,56,16,7.0,109,51.37,0,0,3,7,1,2009,2013,ODI,4
882,Pakistan,Sohail Fazal,2,2,0,56,32,28.0,59,94.91,0,0,0,2,3,1989,1989,ODI,0
3166,New_Zealand_Zealand,JM How,5,5,0,56,31,11.2,67,83.58,0,0,0,5,1,2007,2008,T20,1
141,India,Mohammed Siraj,44,17,10,55,9,7.85,129,42.63,0,0,1,3,0,2019,2024,ODI,5
140,India,RK Singh,2,2,0,55,38,27.5,41,134.14,0,0,0,5,3,2023,2023,ODI,0
3557,West_Indies_Indies,N Deonarine,8,7,2,55,36,11.0,53,103.77,0,0,3,5,0,2010,2013,T20,3
139,India,FY Fazal,1,1,1,55,55,0.0,61,90.16,0,1,0,7,1,2016,2016,ODI,0
2787,India,Ravi Bishnoi,42,13,6,55,9,7.85,42,130.95,0,0,2,8,1,2022,2025,T20,3
2886,Australia,GB Hogg,15,4,0,55,41,13.75,39,141.02,0,0,0,3,3,2006,2014,T20,8
994,South_Africa_Africa,C Bosch,2,2,2,55,40,0.0,53,103.77,0,0,0,6,1,2024,2025,ODI,1
995,South_Africa_Africa,SJ Palframan,7,4,0,55,28,13.75,80,68.75,0,0,0,8,0,1996,1996,ODI,0
1162,Sri_Lanka_Lanka,SK Ranasinghe,4,3,0,55,41,18.33,81,67.9,0,0,1,3,0,1986,1986,ODI,0
732,New_Zealand_Zealand,MW Douglas,6,6,0,55,30,9.16,123,44.71,0,0,1,2,1,1994,1995,ODI,1
733,New_Zealand_Zealand,BJ McKechnie,14,8,4,54,27,13.5,145,37.24,0,0,1,4,0,1975,1981,ODI,6
2524,Sri_Lanka_Lanka,AMJG Amerasinghe,2,4,1,54,34,18.0,84,64.28,0,0,0,8,0,1984,1984,Test,0
3628,Afghanistan,Mujeeb Ur Rahman,49,14,8,54,21,9.0,44,122.72,0,0,2,6,3,2018,2024,T20,6
3453,Sri_Lanka_Lanka,SMA Priyanjan,3,3,2,54,40,54.0,62,87.09,0,0,0,1,2,2017,2017,T20,0
298,Australia,RJ Campbell,2,2,0,54,38,27.0,70,77.14,0,0,0,6,0,2002,2002,ODI,0
143,India,S Venkataraghavan,15,9,4,54,26,10.8,126,42.85,0,0,2,3,0,1974,1983,ODI,9
2719,Afghanistan,Yamin Ahmadzai,7,13,0,54,19,4.15,172,31.39,0,0,4,5,3,2018,2025,Test,7
142,India,JV Paranjpe,4,4,1,54,27,18.0,91,59.34,0,0,0,3,1,1998,1998,ODI,0
1163,Sri_Lanka_Lanka,RAP Nissanka,23,13,5,53,11,6.62,140,37.85,0,0,2,4,1,2001,2003,ODI,2
388,Bangladesh,Manjural Islam,34,22,13,53,13,5.88,134,39.55,0,0,4,4,0,1999,2003,ODI,4
884,Pakistan,Mohammad Hasnain,15,7,4,53,28,17.66,34,155.88,0,0,1,9,1,2019,2025,ODI,6
883,Pakistan,Ghulam Ali,3,3,0,53,38,17.66,121,43.8,0,0,0,2,0,1993,1995,ODI,2
3558,West_Indies_Indies,KU Carty,4,3,1,53,49,26.5,35,151.42,0,0,0,4,4,2025,2025,T20,0
299,Australia,AJ Woodcock,1,1,0,53,53,53.0,67,79.1,0,1,0,5,1,1974,1974,ODI,0
2788,India,DL Chahar,25,7,5,53,31,26.5,28,189.28,0,0,1,4,4,2018,2023,T20,5
2525,Sri_Lanka_Lanka,VB John,6,10,5,53,27,10.6,120,44.16,0,0,4,3,1,1983,1984,Test,1
386,Bangladesh,Mafizur Rahman,4,4,1,53,16,17.66,104,50.96,0,0,0,3,0,1997,1997,ODI,0
387,Bangladesh,Mohammad Sharif,9,9,5,53,13,13.25,102,51.96,0,0,1,1,0,2001,2007,ODI,6
1775,Bangladesh,Talha Jubair,7,14,6,52,31,6.5,97,53.6,0,0,6,9,1,2002,2004,Test,2
1774,Bangladesh,Fahim Muntasir,3,6,0,52,33,8.66,86,60.46,0,0,1,7,1,2002,2002,Test,0
1164,Sri_Lanka_Lanka,AK Perera,6,4,0,52,31,13.0,83,62.65,0,0,0,3,0,2013,2019,ODI,6
2981,Bangladesh,Saif Hassan,5,5,1,52,50,13.0,64,81.25,0,1,2,1,3,2021,2023,T20,2
734,New_Zealand_Zealand,TK Canning,4,4,1,52,23,17.33,73,71.23,0,0,1,1,2,2003,2005,ODI,2
